id;Comp. Word;Frequency;Grammatical Feature;Pronunciation;English Translation;heisig_numbers;max_heisig_numbers
18214;藤棚;23;general noun;ふじだな;wisteria trellis;(1295, 214);1295
18215;同慶;23;general noun;どうけい;matter for mutual congratulation;(192, 2157);2157
18216;独習;23;light-verb -suru attached;どくしゅう;self-study;(561, 616);616
18217;内的;23;general noun;ないてき;inner;(1095, 73);1095
18218;南庭;23;general noun;なんてい;grounds south of a building;(1740, 634);1740
18219;二世;23;general noun;にせい;nisei, second generation;(2, 28);28
18220;乳癌;23;general noun;にゅうがん;breast cancer;(786, 9999);9999
18221;撚糸;23;light-verb -suru attached;ねんし;twisted thread or yarn;(9999, 1431);9999
18222;馬齢;23;general noun;ばれい;humble term for refer to one's own age;(2132, 1505);2132
18223;敗残;23;general noun;はいざん;defeat;(353, 871);871
18224;倍音;23;general noun;ばいおん;overtone;(1067, 518);1067
18225;美文;23;general noun;びぶん;flowery prose;(587, 1861);1861
18226;標示;23;light-verb -suru attached;ひょうじ;indication;(1734, 1167);1734
18227;表地;23;general noun;おもてじ;outer material of a garment;(1666, 554);1666
18228;表門;23;general noun;おもてもん;front gate;(1666, 1743);1743
18229;評釈;23;light-verb -suru attached;ひょうしゃく;commentary;(1599, 2057);2057
18230;不潔;23;general noun;ふけつ;unclean;(1302, 1668);1668
18231;夫君;23;general noun;ふくん;someone else's husband;(901, 1246);1246
18232;風狂;23;general noun;ふうきょう;insanity;(563, 277);563
18233;変体;23;general noun;へんたい;abnormality;(1882, 1030);1882
18234;補整;23;light-verb -suru attached;ほせい;adjust;(1983, 1800);1983
18235;包摂;23;light-verb -suru attached;ほうせつ;subsumption;(569, 1876);1876
18236;某所;23;general noun;ぼうしょ;certain place;(1896, 1208);1896
18237;墨蹟;23;general noun;ぼくせき;writing;(187, 9999);9999
18238;本宅;23;general noun;ほんたく;one's principal residence;(224, 2065);2065
18239;万引;23;light-verb -suru attached;まんびき;shoplifting;(68, 1318);1318
18240;密議;23;general noun;みつぎ;secret conference;(837, 692);837
18241;蓑笠;23;general noun;みのかさ;sedge hat and straw rain cape;(9999, 1009);9999
18242;綿糸;23;general noun;めんし;cotton yarn;(1467, 1431);1467
18243;約数;23;general noun;やくすう;divisor;(1462, 998);1462
18244;薬種;23;general noun;やくしゅ;drugs;(1873, 1810);1873
18245;愉悦;23;light-verb -suru attached;ゆえつ;joy;(675, 666);675
18246;唯物;23;general noun;ゆいぶつ;materialism;(595, 1129);1129
18247;悠々;23;general noun;ゆうゆう;quiet;(1031, 9999);9999
18248;様態;23;general noun;ようたい;form;(1003, 2161);2161
18249;洋学;23;general noun;ようがく;Western learning;(588, 346);588
18250;養親;23;general noun;ようしん;adopter;(1591, 1621);1621
18251;乱数;23;general noun;らんすう;random number;(76, 998);998
18252;略字;23;general noun;りゃくじ;simplified character;(314, 197);314
18253;流感;23;general noun;りゅうかん;influenza;(826, 662);826
18254;流速;23;general noun;りゅうそく;speed of moving fluid;(826, 1799);1799
18255;林学;23;general noun;りんがく;forestry;(208, 346);346
18256;隣地;23;general noun;りんち;adjoining land;(1408, 554);1408
18257;隷従;23;light-verb -suru attached;れいじゅう;slavery;(2192, 942);2192
18258;恋情;23;general noun;れんじょう;love;(1885, 1657);1885
18259;論敵;23;general noun;ろんてき;opponent in a debate or argument;(1961, 475);1961
18260;腕木;23;general noun;うでぎ;crossarm;(1522, 207);1522
18261;慷慨;23;light-verb -suru attached;こうがい;righteous indignation;(9999, 1595);9999
18262;浣腸;23;light-verb -suru attached;かんちょう;enema;(9999, 583);9999
18263;熨斗;23;general noun;のし;long thin strip of dried sea-ear or paper attached to a gift;(9999, 1261);9999
18264;瞠目;23;light-verb -suru attached;どうもく;gazing at;(9999, 15);9999
18265;諷刺;23;light-verb -suru attached;ふうし;satire;(9999, 446);9999
18266;頽廃;23;light-verb -suru attached;たいはい;degeneration;(9999, 1841);9999
18267;鴟尾;23;general noun;しび;ornamental ridge-end tile;(9999, 2064);9999
18268;悪鬼;22;general noun;あっき;evil spirit;(1951, 2175);2175
18269;悪戯;22;light-verb -suru attached;いたずら;mischief;(1951, 2149);2149
18270;位階;22;general noun;いかい;court rank;(1028, 1406);1406
18271;異見;22;general noun;いけん;different opinion;(1936, 61);1936
18272;異体;22;general noun;いたい;different body;(1936, 1030);1936
18273;引戸;22;general noun;ひきど;sliding door;(1318, 1157);1318
18274;栄達;22;light-verb -suru attached;えいたつ;fame;(348, 591);591
18275;艶笑;22;general noun;えんしょう;seductive smile;(1892, 1008);1892
18276;横着;22;adjectival noun, na-adjective;おうちゃく;laziness;(1888, 594);1888
18277;恩賞;22;general noun;おんしょう;reward;(652, 859);859
18278;下端;22;general noun;かたん;lower end;(51, 1251);1251
18279;河清;22;general noun;かせい;clearing of the river water;(157, 1659);1659
18280;回心;22;light-verb -suru attached;かいしん;conversion;(630, 639);639
18281;皆兵;22;general noun;かいへい;universal conscription;(484, 1429);1429
18282;外力;22;general noun;がいりょく;external force;(116, 922);922
18283;楽員;22;general noun;がくいん;bandsman;(1872, 59);1872
18284;乾布;22;general noun;かんぷ;dry towel;(502, 433);502
18285;寛弘;22;general noun;かんこう;Kankou era;(241, 1320);1320
18286;漢奸;22;general noun;かんかん;Chinese traitor;(1701, 9999);9999
18287;雁行;22;light-verb -suru attached;がんこう;the flight formation of geese;(9999, 938);9999
18288;帰順;22;light-verb -suru attached;きじゅん;submission;(1316, 136);1316
18289;気韻;22;general noun;きいん;dignity;(2030, 520);2030
18290;稀覯;22;general noun;きこう;rare;(9999, 9999);9999
18291;妓生;22;general noun;こしょう;Korean female entertainer;(9999, 1675);9999
18292;逆賊;22;general noun;ぎゃくぞく;rebel;(2109, 381);2109
18293;狂犬;22;general noun;きょうけん;mad dog;(277, 253);277
18294;胸囲;22;general noun;きょうい;chest measurement;(1604, 1948);1948
18295;胸腔;22;general noun;きょうこう;thorax;(1604, 9999);9999
18296;胸椎;22;general noun;きょうつい;thoracic vertebra;(1604, 597);1604
18297;極微;22;adjectival noun, na-adjective;きょくび;microscopic;(2052, 954);2052
18298;玉座;22;general noun;ぎょくざ;throne;(272, 1100);1100
18299;禁令;22;general noun;きんれい;prohibition;(1179, 1503);1503
18300;禁錮;22;light-verb -suru attached;きんこ;imprisonment;(1179, 623);1179
18301;金石;22;general noun;かねいし;minerals and rocks;(287, 118);287
18302;銀粉;22;general noun;ぎんぷん;silver dust;(1569, 988);1569
18303;空堀;22;general noun;からぼり;dry moat;(1414, 1142);1414
18304;掘割;22;general noun;ほりわり;canal;(1141, 1673);1673
18305;靴音;22;general noun;くつおと;walking sound;(2042, 518);2042
18306;慶賀;22;light-verb -suru attached;けいが;congratulation;(2157, 933);2157
18307;結語;22;general noun;けつご;conclusion;(1451, 371);1451
18308;拳法;22;general noun;けんぽう;Chinese art of self-defence;(1290, 813);1290
18309;元正;22;general noun;がんしょう;New Year's Day;(63, 405);405
18310;限定;22;adjectival noun, na-adjective;げんてい;limit;(1576, 408);1576
18311;五徳;22;general noun;ごとく;the five virtues;(5, 950);950
18312;御璽;22;general noun;ぎょじ;imperial seal;(1500, 2194);2194
18313;交替;22;light-verb -suru attached;こうたい;alternation;(1368, 905);1368
